groupe,module,prof,salle,date_exam,creneau,formation_id,formation,departement
Groupe_141_3,Module_141_6,Prof_80,S_6_3,2025-01-23,2,141,Formation_141,Chimie
Groupe_141_3,Module_141_7,Prof_82,AMP_3_3,2025-01-24,3,141,Formation_141,Chimie
Groupe_141_3,Module_141_8,Prof_83,AMP_5_1,2025-01-25,3,141,Formation_141,Chimie
Groupe_141_4,Module_141_1,Prof_84,S_6_2,2025-01-18,2,141,Formation_141,Chimie
Groupe_141_4,Module_141_2,Prof_85,S_6_2,2025-01-19,2,141,Formation_141,Chimie
Groupe_141_4,Module_141_3,Prof_86,S_5_15,2025-01-20,2,141,Formation_141,Chimie
Groupe_141_4,Module_141_4,Prof_87,S_5_16,2025-01-21,3,141,Formation_141,Chimie
Groupe_141_4,Module_141_5,Prof_88,S_5_18,2025-01-22,4,141,Formation_141,Chimie
Groupe_141_4,Module_141_6,Prof_89,S_6_2,2025-01-23,2,141,Formation_141,Chimie
Groupe_141_4,Module_141_7,Prof_90,AMP_3_3,2025-01-24,3,141,Formation_141,Chimie
Groupe_141_4,Module_141_8,Prof_1,AMP_5_1,2025-01-25,2,141,Formation_141,Chimie
Groupe_148_1,Module_148_1,Prof_2,S_6_1,2025-01-18,2,148,Formation_148,Chimie
Groupe_148_1,Module_148_2,Prof_4,S_6_1,2025-01-19,2,148,Formation_148,Chimie
Groupe_148_1,Module_148_3,Prof_3,S_5_20,2025-01-20,4,148,Formation_148,Chimie
Groupe_148_1,Module_148_4,Prof_6,S_6_20,2025-01-21,1,148,Formation_148,Chimie
Groupe_148_1,Module_148_5,Prof_7,S_5_25,2025-01-22,2,148,Formation_148,Chimie
Groupe_148_1,Module_148_6,Prof_5,S_6_1,2025-01-23,2,148,Formation_148,Chimie
Groupe_148_1,Module_148_7,Prof_8,AMP_1_3,2025-01-24,1,148,Formation_148,Chimie
Groupe_148_1,Module_148_8,Prof_9,AMP_5_1,2025-01-25,3,148,Formation_148,Chimie
Groupe_148_2,Module_148_1,Prof_10,S_5_6,2025-01-18,1,148,Formation_148,Chimie
Groupe_148_2,Module_148_2,Prof_11,S_5_21,2025-01-19,2,148,Formation_148,Chimie
Groupe_148_2,Module_148_3,Prof_12,S_6_3,2025-01-20,4,148,Formation_148,Chimie
Groupe_148_2,Module_148_4,Prof_13,S_5_15,2025-01-21,3,148,Formation_148,Chimie
Groupe_148_2,Module_148_5,Prof_14,S_5_24,2025-01-22,2,148,Formation_148,Chimie
Groupe_148_2,Module_148_6,Prof_15,AMP_4_3,2025-01-23,1,148,Formation_148,Chimie
Groupe_148_2,Module_148_7,Prof_16,AMP_3_2,2025-01-24,3,148,Formation_148,Chimie
Groupe_148_2,Module_148_8,Prof_17,AMP_5_1,2025-01-25,2,148,Formation_148,Chimie
Groupe_148_3,Module_148_1,Prof_19,S_5_14,2025-01-18,1,148,Formation_148,Chimie
Groupe_148_3,Module_148_2,Prof_18,S_6_20,2025-01-19,2,148,Formation_148,Chimie
Groupe_148_3,Module_148_3,Prof_22,S_5_21,2025-01-20,3,148,Formation_148,Chimie
Groupe_148_3,Module_148_4,Prof_20,S_5_21,2025-01-21,4,148,Formation_148,Chimie
Groupe_148_3,Module_148_5,Prof_23,S_5_23,2025-01-22,2,148,Formation_148,Chimie
Groupe_148_3,Module_148_6,Prof_21,AMP_4_3,2025-01-23,1,148,Formation_148,Chimie
Groupe_148_3,Module_148_7,Prof_24,AMP_3_2,2025-01-24,3,148,Formation_148,Chimie
Groupe_148_3,Module_148_8,Prof_25,AMP_5_1,2025-01-25,4,148,Formation_148,Chimie
Groupe_148_4,Module_148_1,Prof_26,S_5_23,2025-01-18,4,148,Formation_148,Chimie
Groupe_148_4,Module_148_2,Prof_27,S_5_2,2025-01-19,3,148,Formation_148,Chimie
Groupe_148_4,Module_148_3,Prof_28,S_6_2,2025-01-20,4,148,Formation_148,Chimie
Groupe_148_4,Module_148_4,Prof_29,S_5_20,2025-01-21,2,148,Formation_148,Chimie
Groupe_148_4,Module_148_5,Prof_30,S_5_22,2025-01-22,2,148,Formation_148,Chimie
Groupe_148_4,Module_148_6,Prof_31,AMP_4_1,2025-01-23,4,148,Formation_148,Chimie
Groupe_148_4,Module_148_7,Prof_32,AMP_5_3,2025-01-24,2,148,Formation_148,Chimie
Groupe_148_4,Module_148_8,Prof_33,AMP_5_1,2025-01-25,4,148,Formation_148,Chimie
Groupe_150_1,Module_150_1,Prof_36,S_5_13,2025-01-18,1,150,Formation_150,Chimie
Groupe_150_1,Module_150_2,Prof_34,S_5_25,2025-01-19,2,150,Formation_150,Chimie
Groupe_150_1,Module_150_3,Prof_35,S_5_21,2025-01-20,1,150,Formation_150,Chimie
Groupe_150_1,Module_150_4,Prof_38,S_5_25,2025-01-21,1,150,Formation_150,Chimie
Groupe_150_1,Module_150_5,Prof_37,S_6_2,2025-01-22,1,150,Formation_150,Chimie
Groupe_150_1,Module_150_6,Prof_40,S_5_17,2025-01-23,3,150,Formation_150,Chimie
Groupe_150_1,Module_150_7,Prof_39,AMP_1_2,2025-01-24,1,150,Formation_150,Chimie
Groupe_150_1,Module_150_8,Prof_41,AMP_5_2,2025-01-25,1,150,Formation_150,Chimie
Groupe_150_2,Module_150_1,Prof_46,S_5_22,2025-01-18,4,150,Formation_150,Chimie
Groupe_150_2,Module_150_2,Prof_43,S_6_1,2025-01-19,4,150,Formation_150,Chimie
Groupe_150_2,Module_150_3,Prof_44,S_6_1,2025-01-20,4,150,Formation_150,Chimie
Groupe_150_2,Module_150_4,Prof_45,S_6_3,2025-01-21,2,150,Formation_150,Chimie
Groupe_150_2,Module_150_5,Prof_42,S_6_20,2025-01-22,3,150,Formation_150,Chimie
Groupe_150_2,Module_150_6,Prof_47,AMP_6_1,2025-01-23,4,150,Formation_150,Chimie
Groupe_150_2,Module_150_7,Prof_48,AMP_3_3,2025-01-24,2,150,Formation_150,Chimie
Groupe_150_2,Module_150_8,Prof_49,AMP_5_2,2025-01-25,4,150,Formation_150,Chimie
Groupe_150_3,Module_150_1,Prof_54,S_5_16,2025-01-18,4,150,Formation_150,Chimie
Groupe_150_3,Module_150_2,Prof_53,S_5_24,2025-01-19,2,150,Formation_150,Chimie
Groupe_150_3,Module_150_3,Prof_51,S_5_21,2025-01-20,4,150,Formation_150,Chimie
Groupe_150_3,Module_150_4,Prof_50,S_6_2,2025-01-21,2,150,Formation_150,Chimie
Groupe_150_3,Module_150_5,Prof_52,S_5_16,2025-01-22,2,150,Formation_150,Chimie
Groupe_150_3,Module_150_6,Prof_56,AMP_4_2,2025-01-23,1,150,Formation_150,Chimie
Groupe_150_3,Module_150_7,Prof_55,AMP_3_3,2025-01-24,4,150,Formation_150,Chimie
Groupe_150_3,Module_150_8,Prof_57,AMP_5_2,2025-01-25,3,150,Formation_150,Chimie
Groupe_150_4,Module_150_1,Prof_66,S_5_21,2025-01-18,2,150,Formation_150,Chimie
Groupe_150_4,Module_150_2,Prof_60,S_6_3,2025-01-19,1,150,Formation_150,Chimie
Groupe_150_4,Module_150_3,Prof_61,S_5_3,2025-01-20,2,150,Formation_150,Chimie
Groupe_150_4,Module_150_4,Prof_58,S_5_3,2025-01-21,3,150,Formation_150,Chimie
Groupe_150_4,Module_150_5,Prof_59,S_5_15,2025-01-22,2,150,Formation_150,Chimie
Groupe_150_4,Module_150_6,Prof_62,AMP_6_1,2025-01-23,4,150,Formation_150,Chimie
Groupe_150_4,Module_150_7,Prof_63,AMP_3_3,2025-01-24,4,150,Formation_150,Chimie
Groupe_150_4,Module_150_8,Prof_64,AMP_5_2,2025-01-25,3,150,Formation_150,Chimie
Groupe_154_1,Module_154_1,Prof_67,S_5_15,2025-01-18,4,154,Formation_154,Chimie
Groupe_154_1,Module_154_2,Prof_65,S_5_21,2025-01-19,4,154,Formation_154,Chimie
Groupe_154_1,Module_154_3,Prof_68,S_6_20,2025-01-20,4,154,Formation_154,Chimie
Groupe_154_1,Module_154_4,Prof_69,S_6_1,2025-01-21,2,154,Formation_154,Chimie
Groupe_154_1,Module_154_5,Prof_70,S_6_1,2025-01-22,1,154,Formation_154,Chimie
Groupe_154_1,Module_154_6,Prof_71,AMP_7_1,2025-01-23,4,154,Formation_154,Chimie
Groupe_154_1,Module_154_7,Prof_72,AMP_1_2,2025-01-24,1,154,Formation_154,Chimie
Groupe_154_1,Module_154_8,Prof_73,AMP_1_3,2025-01-25,3,154,Formation_154,Chimie
Groupe_154_1,Module_154_9,Prof_74,AMP_1_1,2025-01-26,2,154,Formation_154,Chimie
Groupe_154_2,Module_154_1,Prof_75,S_6_20,2025-01-18,2,154,Formation_154,Chimie
Groupe_154_2,Module_154_2,Prof_78,S_6_20,2025-01-19,4,154,Formation_154,Chimie
Groupe_154_2,Module_154_3,Prof_80,S_5_25,2025-01-20,4,154,Formation_154,Chimie
Groupe_154_2,Module_154_4,Prof_76,S_5_24,2025-01-21,1,154,Formation_154,Chimie
Groupe_154_2,Module_154_5,Prof_77,S_6_4,2025-01-22,4,154,Formation_154,Chimie
Groupe_154_2,Module_154_6,Prof_79,S_5_21,2025-01-23,2,154,Formation_154,Chimie
Groupe_154_2,Module_154_7,Prof_81,AMP_3_2,2025-01-24,4,154,Formation_154,Chimie
Groupe_154_2,Module_154_8,Prof_82,AMP_1_3,2025-01-25,3,154,Formation_154,Chimie
Groupe_154_2,Module_154_9,Prof_83,AMP_1_1,2025-01-26,3,154,Formation_154,Chimie
Groupe_154_3,Module_154_1,Prof_85,S_5_12,2025-01-18,1,154,Formation_154,Chimie
Groupe_154_3,Module_154_2,Prof_86,S_5_23,2025-01-19,2,154,Formation_154,Chimie
Groupe_154_3,Module_154_3,Prof_84,S_5_2,2025-01-20,2,154,Formation_154,Chimie
Groupe_154_3,Module_154_4,Prof_88,S_5_21,2025-01-21,2,154,Formation_154,Chimie
Groupe_154_3,Module_154_5,Prof_89,S_5_25,2025-01-22,3,154,Formation_154,Chimie
Groupe_154_3,Module_154_6,Prof_87,AMP_7_1,2025-01-23,4,154,Formation_154,Chimie
Groupe_154_3,Module_154_7,Prof_90,AMP_5_3,2025-01-24,1,154,Formation_154,Chimie
Groupe_154_3,Module_154_8,Prof_1,AMP_1_2,2025-01-25,3,154,Formation_154,Chimie
Groupe_154_3,Module_154_9,Prof_2,AMP_1_1,2025-01-26,2,154,Formation_154,Chimie
Groupe_154_4,Module_154_1,Prof_3,S_5_25,2025-01-18,2,154,Formation_154,Chimie
Groupe_154_4,Module_154_2,Prof_4,S_5_22,2025-01-19,2,154,Formation_154,Chimie
Groupe_154_4,Module_154_3,Prof_5,S_5_1,2025-01-20,2,154,Formation_154,Chimie
Groupe_154_4,Module_154_4,Prof_6,S_5_2,2025-01-21,3,154,Formation_154,Chimie
Groupe_154_4,Module_154_5,Prof_8,S_5_24,2025-01-22,3,154,Formation_154,Chimie
Groupe_154_4,Module_154_6,Prof_7,S_6_20,2025-01-23,2,154,Formation_154,Chimie
Groupe_154_4,Module_154_7,Prof_9,AMP_3_3,2025-01-24,2,154,Formation_154,Chimie
Groupe_154_4,Module_154_8,Prof_10,AMP_5_2,2025-01-25,4,154,Formation_154,Chimie
Groupe_154_4,Module_154_9,Prof_11,AMP_1_1,2025-01-26,3,154,Formation_154,Chimie
Groupe_155_1,Module_155_1,Prof_13,S_4_23,2025-01-18,3,155,Formation_155,Chimie
Groupe_155_1,Module_155_2,Prof_14,S_5_25,2025-01-19,4,155,Formation_155,Chimie
Groupe_155_1,Module_155_3,Prof_12,S_5_24,2025-01-20,4,155,Formation_155,Chimie
Groupe_155_1,Module_155_4,Prof_15,S_5_1,2025-01-21,3,155,Formation_155,Chimie
Groupe_155_1,Module_155_5,Prof_16,S_5_21,2025-01-22,1,155,Formation_155,Chimie
Groupe_155_1,Module_155_6,Prof_17,AMP_2_3,2025-01-23,4,155,Formation_155,Chimie
Groupe_155_2,Module_155_1,Prof_20,S_5_3,2025-01-18,4,155,Formation_155,Chimie
Groupe_155_2,Module_155_2,Prof_19,S_6_2,2025-01-19,1,155,Formation_155,Chimie
Groupe_155_2,Module_155_3,Prof_18,S_6_20,2025-01-20,3,155,Formation_155,Chimie
Groupe_155_2,Module_155_4,Prof_21,S_5_23,2025-01-21,1,155,Formation_155,Chimie
Groupe_155_2,Module_155_5,Prof_22,S_5_3,2025-01-22,2,155,Formation_155,Chimie
Groupe_155_2,Module_155_6,Prof_23,S_5_19,2025-01-23,3,155,Formation_155,Chimie
Groupe_155_3,Module_155_1,Prof_25,S_5_2,2025-01-18,4,155,Formation_155,Chimie
Groupe_155_3,Module_155_2,Prof_24,S_5_1,2025-01-19,3,155,Formation_155,Chimie
Groupe_155_3,Module_155_3,Prof_26,S_6_20,2025-01-20,1,155,Formation_155,Chimie
Groupe_155_3,Module_155_4,Prof_27,S_5_22,2025-01-21,1,155,Formation_155,Chimie
Groupe_155_3,Module_155_5,Prof_28,S_6_20,2025-01-22,1,155,Formation_155,Chimie
Groupe_155_3,Module_155_6,Prof_29,S_5_18,2025-01-23,3,155,Formation_155,Chimie
Groupe_155_4,Module_155_1,Prof_32,S_5_1,2025-01-18,4,155,Formation_155,Chimie
Groupe_155_4,Module_155_2,Prof_31,S_4_25,2025-01-19,3,155,Formation_155,Chimie
Groupe_155_4,Module_155_3,Prof_30,S_5_25,2025-01-20,1,155,Formation_155,Chimie
Groupe_155_4,Module_155_4,Prof_34,S_4_25,2025-01-21,3,155,Formation_155,Chimie
Groupe_155_4,Module_155_5,Prof_33,S_5_20,2025-01-22,4,155,Formation_155,Chimie
Groupe_155_4,Module_155_6,Prof_35,S_6_4,2025-01-23,3,155,Formation_155,Chimie
Groupe_184_1,Module_184_1,Prof_38,S_5_24,2025-01-18,2,184,Formation_184,Chimie
Groupe_184_1,Module_184_2,Prof_37,S_5_24,2025-01-19,4,184,Formation_184,Chimie
Groupe_184_1,Module_184_3,Prof_36,S_4_25,2025-01-20,2,184,Formation_184,Chimie
Groupe_184_1,Module_184_4,Prof_39,S_5_16,2025-01-21,1,184,Formation_184,Chimie
Groupe_184_1,Module_184_5,Prof_40,S_5_25,2025-01-22,1,184,Formation_184,Chimie
Groupe_184_1,Module_184_6,Prof_41,AMP_4_2,2025-01-23,1,184,Formation_184,Chimie
Groupe_184_1,Module_184_7,Prof_42,AMP_3_2,2025-01-24,4,184,Formation_184,Chimie
Groupe_184_2,Module_184_1,Prof_47,S_5_11,2025-01-18,1,184,Formation_184,Chimie
Groupe_184_2,Module_184_2,Prof_44,S_5_16,2025-01-19,2,184,Formation_184,Chimie
Groupe_184_2,Module_184_3,Prof_48,S_4_24,2025-01-20,2,184,Formation_184,Chimie
Groupe_184_2,Module_184_4,Prof_45,S_6_20,2025-01-21,2,184,Formation_184,Chimie
Groupe_184_2,Module_184_5,Prof_46,S_5_23,2025-01-22,3,184,Formation_184,Chimie
Groupe_184_2,Module_184_6,Prof_43,S_5_20,2025-01-23,3,184,Formation_184,Chimie
Groupe_184_2,Module_184_7,Prof_49,AMP_3_1,2025-01-24,3,184,Formation_184,Chimie
Groupe_184_3,Module_184_1,Prof_55,S_4_22,2025-01-18,3,184,Formation_184,Chimie
Groupe_184_3,Module_184_2,Prof_53,S_5_23,2025-01-19,4,184,Formation_184,Chimie
Groupe_184_3,Module_184_3,Prof_54,S_4_23,2025-01-20,2,184,Formation_184,Chimie
Groupe_184_3,Module_184_4,Prof_51,S_4_24,2025-01-21,3,184,Formation_184,Chimie
Groupe_184_3,Module_184_5,Prof_50,S_5_24,2025-01-22,1,184,Formation_184,Chimie
Groupe_184_3,Module_184_6,Prof_52,AMP_7_2,2025-01-23,1,184,Formation_184,Chimie
Groupe_184_3,Module_184_7,Prof_56,AMP_3_2,2025-01-24,2,184,Formation_184,Chimie
Groupe_7_1,Module_7_1,Prof_83,S_5_16,2025-01-23,1,7,Formation_7,Electronique
Groupe_7_1,Module_7_2,Prof_84,AMP_2_3,2025-01-24,1,7,Formation_7,Electronique
Groupe_7_1,Module_7_3,Prof_85,AMP_4_1,2025-01-25,4,7,Formation_7,Electronique
Groupe_7_1,Module_7_4,Prof_86,AMP_3_2,2025-01-26,2,7,Formation_7,Electronique
Groupe_7_1,Module_7_5,Prof_87,AMP_1_2,2025-01-27,1,7,Formation_7,Electronique
Groupe_7_1,Module_7_6,Prof_88,AMP_1_2,2025-01-28,2,7,Formation_7,Electronique
Groupe_7_1,Module_7_7,Prof_89,AMP_5_2,2025-01-29,1,7,Formation_7,Electronique
Groupe_7_1,Module_7_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,7,Formation_7,Electronique
Groupe_7_2,Module_7_1,Prof_1,S_4_20,2025-01-23,2,7,Formation_7,Electronique
Groupe_7_2,Module_7_2,Prof_2,S_6_4,2025-01-24,4,7,Formation_7,Electronique
Groupe_7_2,Module_7_3,Prof_90,AMP_6_1,2025-01-25,4,7,Formation_7,Electronique
Groupe_7_2,Module_7_4,Prof_3,AMP_1_2,2025-01-26,4,7,Formation_7,Electronique
Groupe_7_2,Module_7_5,Prof_4,AMP_1_2,2025-01-27,3,7,Formation_7,Electronique
Groupe_7_2,Module_7_6,Prof_5,AMP_5_3,2025-01-28,1,7,Formation_7,Electronique
Groupe_7_2,Module_7_7,Prof_6,AMP_5_2,2025-01-29,3,7,Formation_7,Electronique
Groupe_7_2,Module_7_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,7,Formation_7,Electronique
Groupe_7_3,Module_7_1,Prof_36,S_5_15,2025-01-23,1,7,Formation_7,Electronique
Groupe_7_3,Module_7_2,Prof_7,AMP_2_3,2025-01-24,1,7,Formation_7,Electronique
Groupe_7_3,Module_7_3,Prof_8,AMP_6_1,2025-01-25,4,7,Formation_7,Electronique
Groupe_7_3,Module_7_4,Prof_9,AMP_3_1,2025-01-26,2,7,Formation_7,Electronique
Groupe_7_3,Module_7_5,Prof_10,AMP_5_3,2025-01-27,1,7,Formation_7,Electronique
Groupe_7_3,Module_7_6,Prof_11,AMP_5_3,2025-01-28,3,7,Formation_7,Electronique
Groupe_7_3,Module_7_7,Prof_12,AMP_5_1,2025-01-29,2,7,Formation_7,Electronique
Groupe_7_3,Module_7_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,7,Formation_7,Electronique
Groupe_8_1,Module_8_1,Prof_57,S_5_3,2025-01-23,1,8,Formation_8,Electronique
Groupe_8_1,Module_8_2,Prof_13,AMP_2_2,2025-01-24,3,8,Formation_8,Electronique
Groupe_8_1,Module_8_3,Prof_14,AMP_7_3,2025-01-25,2,8,Formation_8,Electronique
Groupe_8_1,Module_8_4,Prof_15,AMP_3_1,2025-01-26,1,8,Formation_8,Electronique
Groupe_8_1,Module_8_5,Prof_16,AMP_5_3,2025-01-27,1,8,Formation_8,Electronique
Groupe_8_1,Module_8_6,Prof_17,AMP_3_3,2025-01-28,1,8,Formation_8,Electronique
Groupe_8_2,Module_8_1,Prof_70,S_5_2,2025-01-23,1,8,Formation_8,Electronique
Groupe_8_2,Module_8_2,Prof_18,AMP_2_1,2025-01-24,1,8,Formation_8,Electronique
Groupe_8_2,Module_8_3,Prof_19,AMP_4_1,2025-01-25,3,8,Formation_8,Electronique
Groupe_8_2,Module_8_4,Prof_20,AMP_5_3,2025-01-26,4,8,Formation_8,Electronique
Groupe_8_2,Module_8_5,Prof_21,AMP_3_3,2025-01-27,1,8,Formation_8,Electronique
Groupe_8_2,Module_8_6,Prof_22,AMP_3_3,2025-01-28,1,8,Formation_8,Electronique
Groupe_8_3,Module_8_1,Prof_78,S_5_1,2025-01-23,1,8,Formation_8,Electronique
Groupe_8_3,Module_8_2,Prof_23,AMP_2_2,2025-01-24,3,8,Formation_8,Electronique
Groupe_8_3,Module_8_3,Prof_24,AMP_4_1,2025-01-25,3,8,Formation_8,Electronique
Groupe_8_3,Module_8_4,Prof_25,AMP_3_1,2025-01-26,2,8,Formation_8,Electronique
Groupe_8_3,Module_8_5,Prof_26,AMP_3_3,2025-01-27,1,8,Formation_8,Electronique
Groupe_8_3,Module_8_6,Prof_27,AMP_3_3,2025-01-28,3,8,Formation_8,Electronique
Groupe_15_1,Module_15_1,Prof_85,S_5_12,2025-01-23,3,15,Formation_15,Electronique
Groupe_15_1,Module_15_2,Prof_28,S_5_17,2025-01-24,3,15,Formation_15,Electronique
Groupe_15_1,Module_15_3,Prof_29,AMP_6_1,2025-01-25,3,15,Formation_15,Electronique
Groupe_15_1,Module_15_4,Prof_30,AMP_3_3,2025-01-26,3,15,Formation_15,Electronique
Groupe_15_1,Module_15_5,Prof_31,AMP_3_2,2025-01-27,1,15,Formation_15,Electronique
Groupe_15_1,Module_15_6,Prof_32,AMP_5_3,2025-01-28,4,15,Formation_15,Electronique
Groupe_15_1,Module_15_7,Prof_33,AMP_5_2,2025-01-29,4,15,Formation_15,Electronique
Groupe_15_1,Module_15_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,15,Formation_15,Electronique
Groupe_15_2,Module_15_1,Prof_1,S_6_5,2025-01-23,2,15,Formation_15,Electronique
Groupe_15_2,Module_15_2,Prof_34,AMP_2_1,2025-01-24,1,15,Formation_15,Electronique
Groupe_15_2,Module_15_3,Prof_35,AMP_7_1,2025-01-25,4,15,Formation_15,Electronique
Groupe_15_2,Module_15_4,Prof_37,AMP_3_3,2025-01-26,3,15,Formation_15,Electronique
Groupe_15_2,Module_15_5,Prof_38,AMP_1_3,2025-01-27,4,15,Formation_15,Electronique
Groupe_15_2,Module_15_6,Prof_39,AMP_5_3,2025-01-28,4,15,Formation_15,Electronique
Groupe_15_2,Module_15_7,Prof_40,AMP_5_2,2025-01-29,4,15,Formation_15,Electronique
Groupe_15_2,Module_15_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,15,Formation_15,Electronique
Groupe_15_3,Module_15_1,Prof_85,S_6_8,2025-01-23,2,15,Formation_15,Electronique
Groupe_15_3,Module_15_2,Prof_41,S_5_19,2025-01-24,3,15,Formation_15,Electronique
Groupe_15_3,Module_15_3,Prof_42,AMP_7_3,2025-01-25,2,15,Formation_15,Electronique
Groupe_15_3,Module_15_4,Prof_43,AMP_7_3,2025-01-26,2,15,Formation_15,Electronique
Groupe_15_3,Module_15_5,Prof_44,AMP_3_2,2025-01-27,1,15,Formation_15,Electronique
Groupe_15_3,Module_15_6,Prof_45,AMP_3_3,2025-01-28,4,15,Formation_15,Electronique
Groupe_15_3,Module_15_7,Prof_46,AMP_5_1,2025-01-29,2,15,Formation_15,Electronique
Groupe_15_3,Module_15_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,15,Formation_15,Electronique
Groupe_15_4,Module_15_1,Prof_48,S_5_20,2025-01-24,4,15,Formation_15,Electronique
Groupe_15_4,Module_15_2,Prof_47,AMP_6_1,2025-01-25,3,15,Formation_15,Electronique
Groupe_15_4,Module_15_3,Prof_49,AMP_7_3,2025-01-26,2,15,Formation_15,Electronique
Groupe_15_4,Module_15_4,Prof_50,AMP_3_1,2025-01-27,2,15,Formation_15,Electronique
Groupe_15_4,Module_15_5,Prof_51,AMP_3_2,2025-01-28,1,15,Formation_15,Electronique
Groupe_15_4,Module_15_6,Prof_52,AMP_5_2,2025-01-29,2,15,Formation_15,Electronique
Groupe_15_4,Module_15_7,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,15,Formation_15,Electronique
Groupe_15_4,Module_15_8,❌ Not scheduled,❌ Not scheduled,,❌ Not scheduled,15,Formation_15,Electronique
Groupe_19_1,Module_19_1,Prof_53,AMP_2_1,2025-01-24,2,19,Formation_19,Electronique
Groupe_19_1,Module_19_2,Prof_54,AMP_7_1,2025-01-25,4,19,Formation_19,Electronique
Groupe_19_1,Module_19_3,Prof_55,AMP_6_2,2025-01-26,2,19,Formation_19,Electronique
Groupe_19_1,Module_19_4,Prof_56,AMP_3_1,2025-01-27,2,19,Formation_19,Electronique
Groupe_19_1,Module_19_5,Prof_58,AMP_3_2,2025-01-28,1,19,Formation_19,Electronique
Groupe_19_1,Module_19_6,Prof_59,AMP_1_3,2025-01-29,3,19,Formation_19,Electronique
Groupe_19_2,Module_19_1,Prof_60,AMP_2_1,2025-01-24,2,19,Formation_19,Electronique
Groupe_19_2,Module_19_2,Prof_61,AMP_6_2,2025-01-25,2,19,Formation_19,Electronique
Groupe_19_2,Module_19_3,Prof_62,AMP_5_3,2025-01-26,4,19,Formation_19,Electronique
Groupe_19_2,Module_19_4,Prof_63,AMP_7_3,2025-01-27,2,19,Formation_19,Electronique
Groupe_19_2,Module_19_5,Prof_64,AMP_3_3,2025-01-28,3,19,Formation_19,Electronique
Groupe_19_2,Module_19_6,Prof_65,AMP_1_3,2025-01-29,3,19,Formation_19,Electronique
Groupe_19_3,Module_19_1,Prof_67,S_5_18,2025-01-24,3,19,Formation_19,Electronique
Groupe_19_3,Module_19_2,Prof_66,AMP_7_1,2025-01-25,3,19,Formation_19,Electronique
Groupe_19_3,Module_19_3,Prof_68,AMP_3_3,2025-01-26,4,19,Formation_19,Electronique
Groupe_19_3,Module_19_4,Prof_69,AMP_5_3,2025-01-27,3,19,Formation_19,Electronique
Groupe_19_3,Module_19_5,Prof_71,AMP_3_3,2025-01-28,4,19,Formation_19,Electronique
Groupe_19_3,Module_19_6,Prof_72,AMP_1_2,2025-01-29,3,19,Formation_19,Electronique
Groupe_19_4,Module_19_1,Prof_73,S_6_3,2025-01-24,4,19,Formation_19,Electronique
Groupe_19_4,Module_19_2,Prof_74,AMP_7_2,2025-01-25,1,19,Formation_19,Electronique
Groupe_19_4,Module_19_3,Prof_75,AMP_3_3,2025-01-26,4,19,Formation_19,Electronique
Groupe_19_4,Module_19_4,Prof_76,AMP_7_3,2025-01-27,2,19,Formation_19,Electronique
Groupe_19_4,Module_19_5,Prof_77,AMP_3_2,2025-01-28,3,19,Formation_19,Electronique
Groupe_19_4,Module_19_6,Prof_79,AMP_1_2,2025-01-29,3,19,Formation_19,Electronique
Groupe_28_1,Module_28_1,Prof_80,AMP_2_2,2025-01-24,2,28,Formation_28,Electronique
Groupe_28_1,Module_28_2,Prof_81,AMP_6_2,2025-01-25,2,28,Formation_28,Electronique
Groupe_28_1,Module_28_3,Prof_82,AMP_7_3,2025-01-26,1,28,Formation_28,Electronique
Groupe_28_1,Module_28_4,Prof_83,AMP_3_1,2025-01-27,1,28,Formation_28,Electronique
Groupe_28_1,Module_28_5,Prof_84,AMP_3_2,2025-01-28,3,28,Formation_28,Electronique
Groupe_28_1,Module_28_6,Prof_86,AMP_5_2,2025-01-29,2,28,Formation_28,Electronique
Groupe_28_2,Module_28_1,Prof_87,AMP_2_2,2025-01-24,1,28,Formation_28,Electronique
Groupe_28_2,Module_28_2,Prof_88,AMP_2_3,2025-01-25,4,28,Formation_28,Electronique
Groupe_28_2,Module_28_3,Prof_89,AMP_3_2,2025-01-26,4,28,Formation_28,Electronique
Groupe_28_2,Module_28_4,Prof_90,AMP_3_1,2025-01-27,1,28,Formation_28,Electronique
Groupe_28_2,Module_28_5,Prof_2,AMP_3_2,2025-01-28,4,28,Formation_28,Electronique
Groupe_28_2,Module_28_6,Prof_3,AMP_1_3,2025-01-29,2,28,Formation_28,Electronique
Groupe_28_3,Module_28_1,Prof_4,AMP_2_2,2025-01-24,1,28,Formation_28,Electronique
Groupe_28_3,Module_28_2,Prof_5,AMP_7_2,2025-01-25,1,28,Formation_28,Electronique
Groupe_28_3,Module_28_3,Prof_6,AMP_3_2,2025-01-26,3,28,Formation_28,Electronique
Groupe_28_3,Module_28_4,Prof_7,AMP_6_2,2025-01-27,2,28,Formation_28,Electronique
Groupe_28_3,Module_28_5,Prof_8,AMP_3_2,2025-01-28,4,28,Formation_28,Electronique
Groupe_28_3,Module_28_6,Prof_9,AMP_1_3,2025-01-29,2,28,Formation_28,Electronique
