Exam ID,Groupe,Module,Prof,Salle,Date,Creneau
3176,Groupe_81_4,Module_81_6,Prof_24,AMP_6_1,2025-01-23,3
3264,Groupe_90_1,Module_90_5,Prof_24,AMP_2_3,2025-01-22,4
3354,Groupe_105_4,Module_105_1,Prof_24,S_5_24,2025-01-18,4
3444,Groupe_148_3,Module_148_7,Prof_24,AMP_3_2,2025-01-24,3
3535,Groupe_155_3,Module_155_2,Prof_24,S_5_1,2025-01-19,3
3626,Groupe_20_1,Module_20_4,Prof_24,S_4_22,2025-01-21,3
3719,Groupe_56_5,Module_56_4,Prof_24,S_5_15,2025-01-22,1
3813,Groupe_66_2,Module_66_4,Prof_24,S_4_25,2025-01-22,1
3908,Groupe_112_3,Module_112_5,Prof_24,AMP_6_3,2025-01-26,4
3985,Groupe_127_3,Module_127_2,Prof_24,AMP_6_1,2025-01-24,3
4075,Groupe_151_1,Module_151_2,Prof_24,AMP_4_1,2025-01-24,2
4164,Groupe_190_2,Module_190_4,Prof_24,AMP_5_3,2025-01-26,3
4258,Groupe_8_3,Module_8_3,Prof_24,AMP_4_1,2025-01-25,3
4345,Groupe_37_2,Module_37_3,Prof_24,AMP_3_1,2025-01-26,4
4434,Groupe_47_4,Module_47_2,Prof_24,AMP_2_2,2025-01-25,3
4524,Groupe_120_1,Module_120_2,Prof_24,S_6_4,2025-01-25,3
4616,Groupe_136_4,Module_136_4,Prof_24,AMP_6_1,2025-01-27,1
4706,Groupe_153_4,Module_153_4,Prof_24,AMP_2_3,2025-01-27,1
4796,Groupe_1_2,Module_1_4,Prof_24,AMP_6_2,2025-01-27,3
4888,Groupe_26_2,Module_26_6,Prof_24,AMP_6_2,2025-01-29,4
4978,Groupe_116_2,Module_116_4,Prof_24,S_6_3,2025-01-28,4
5068,Groupe_171_1,Module_171_4,Prof_24,S_5_18,2025-01-28,2
25,Groupe_4_4,Module_4_1,Prof_25,AMP_1_1,2025-01-10,1
115,Groupe_29_1,Module_29_1,Prof_25,AMP_6_3,2025-01-10,2
205,Groupe_41_3,Module_41_1,Prof_25,AMP_5_1,2025-01-10,3
295,Groupe_70_1,Module_70_3,Prof_25,AMP_5_3,2025-01-12,3
385,Groupe_92_1,Module_92_2,Prof_25,AMP_5_3,2025-01-11,1
475,Groupe_103_2,Module_103_6,Prof_25,AMP_3_3,2025-01-15,1
565,Groupe_123_3,Module_123_5,Prof_25,AMP_4_3,2025-01-14,3
655,Groupe_137_2,Module_137_7,Prof_25,AMP_3_2,2025-01-16,3
745,Groupe_157_3,Module_157_8,Prof_25,AMP_1_3,2025-01-17,1
836,Groupe_168_4,Module_168_2,Prof_25,AMP_4_1,2025-01-11,1
925,Groupe_196_2,Module_196_3,Prof_25,AMP_4_1,2025-01-12,4
1016,Groupe_16_1,Module_16_2,Prof_25,AMP_2_3,2025-01-11,2
1105,Groupe_43_4,Module_43_3,Prof_25,AMP_7_1,2025-01-12,2
1195,Groupe_58_4,Module_58_6,Prof_25,AMP_2_1,2025-01-15,3
1283,Groupe_80_1,Module_80_6,Prof_25,AMP_6_1,2025-01-15,4
1377,Groupe_95_2,Module_95_4,Prof_25,S_6_1,2025-01-13,1
1466,Groupe_111_3,Module_111_7,Prof_25,AMP_4_1,2025-01-16,2
1556,Groupe_146_4,Module_146_4,Prof_25,S_5_19,2025-01-13,3
1645,Groupe_197_2,Module_197_5,Prof_25,S_4_25,2025-01-14,2
1735,Groupe_22_2,Module_22_5,Prof_25,S_4_21,2025-01-14,2
1822,Groupe_34_1,Module_34_4,Prof_25,S_4_22,2025-01-13,1
1949,Groupe_48_2,Module_48_7,Prof_25,AMP_1_1,2025-01-22,2
2013,Groupe_51_3,Module_51_5,Prof_25,AMP_1_1,2025-01-20,3
2095,Groupe_72_3,Module_72_1,Prof_25,S_6_1,2025-01-16,4
2184,Groupe_88_3,Module_88_2,Prof_25,AMP_7_2,2025-01-17,3
2275,Groupe_109_1,Module_109_5,Prof_25,AMP_3_3,2025-01-20,1
2365,Groupe_121_3,Module_121_7,Prof_25,AMP_5_2,2025-01-22,3
2455,Groupe_133_3,Module_133_3,Prof_25,AMP_7_2,2025-01-18,3
2548,Groupe_143_4,Module_143_9,Prof_25,AMP_6_3,2025-01-24,3
2637,Groupe_170_1,Module_170_5,Prof_25,AMP_6_2,2025-01-21,3
2724,Groupe_181_1,Module_181_1,Prof_25,S_5_1,2025-01-17,2
2815,Groupe_186_2,Module_186_6,Prof_25,AMP_7_3,2025-01-22,4
2905,Groupe_200_2,Module_200_5,Prof_25,AMP_6_1,2025-01-21,3
2995,Groupe_25_1,Module_25_4,Prof_25,AMP_6_1,2025-01-20,4
3091,Groupe_76_1,Module_76_5,Prof_25,AMP_2_1,2025-01-21,2
3177,Groupe_81_4,Module_81_7,Prof_25,AMP_5_2,2025-01-24,4
3265,Groupe_90_1,Module_90_6,Prof_25,AMP_2_3,2025-01-23,3
3355,Groupe_105_4,Module_105_2,Prof_25,S_5_22,2025-01-19,3
3445,Groupe_148_3,Module_148_8,Prof_25,AMP_5_1,2025-01-25,4
3534,Groupe_155_3,Module_155_1,Prof_25,S_5_2,2025-01-18,4
3623,Groupe_20_1,Module_20_1,Prof_25,S_4_22,2025-01-18,4
3716,Groupe_56_5,Module_56_1,Prof_25,S_4_22,2025-01-19,2
3802,Groupe_66_1,Module_66_1,Prof_25,S_6_20,2025-01-19,1
3909,Groupe_112_3,Module_112_6,Prof_25,AMP_1_1,2025-01-27,3
3984,Groupe_127_3,Module_127_1,Prof_25,S_5_20,2025-01-23,4
4074,Groupe_151_1,Module_151_1,Prof_25,S_6_4,2025-01-23,1
4165,Groupe_190_2,Module_190_5,Prof_25,AMP_1_2,2025-01-27,3
4259,Groupe_8_3,Module_8_4,Prof_25,AMP_3_1,2025-01-26,2
4346,Groupe_37_2,Module_37_4,Prof_25,AMP_1_2,2025-01-27,4
4435,Groupe_47_4,Module_47_3,Prof_25,AMP_4_2,2025-01-26,1
4525,Groupe_120_1,Module_120_3,Prof_25,AMP_4_1,2025-01-26,1
4613,Groupe_136_4,Module_136_1,Prof_25,S_5_23,2025-01-24,1
4704,Groupe_153_4,Module_153_2,Prof_25,S_6_3,2025-01-25,1
4797,Groupe_1_2,Module_1_5,Prof_25,AMP_6_1,2025-01-28,1
4893,Groupe_26_3,Module_26_5,Prof_25,AMP_2_3,2025-01-28,1
4975,Groupe_116_2,Module_116_1,Prof_25,S_4_25,2025-01-25,3
5069,Groupe_171_1,Module_171_5,Prof_25,S_5_18,2025-01-29,2
26,Groupe_4_4,Module_4_2,Prof_26,AMP_1_1,2025-01-11,1
116,Groupe_29_1,Module_29_2,Prof_26,AMP_6_3,2025-01-11,2
206,Groupe_41_3,Module_41_2,Prof_26,AMP_1_2,2025-01-11,2
296,Groupe_70_1,Module_70_4,Prof_26,AMP_5_1,2025-01-13,3
386,Groupe_92_1,Module_92_3,Prof_26,AMP_1_2,2025-01-12,2
476,Groupe_103_3,Module_103_1,Prof_26,AMP_3_2,2025-01-10,3
566,Groupe_123_3,Module_123_6,Prof_26,AMP_3_1,2025-01-15,1
656,Groupe_137_3,Module_137_1,Prof_26,AMP_4_2,2025-01-10,3
746,Groupe_162_1,Module_162_1,Prof_26,AMP_4_1,2025-01-10,3
837,Groupe_168_4,Module_168_3,Prof_26,AMP_4_1,2025-01-12,3
926,Groupe_196_2,Module_196_4,Prof_26,AMP_7_1,2025-01-13,1
1017,Groupe_16_1,Module_16_3,Prof_26,AMP_2_2,2025-01-12,1
1106,Groupe_43_4,Module_43_4,Prof_26,S_6_2,2025-01-13,2
1196,Groupe_58_4,Module_58_7,Prof_26,AMP_4_3,2025-01-16,4
1290,Groupe_80_2,Module_80_5,Prof_26,S_6_2,2025-01-14,3
1378,Groupe_95_2,Module_95_5,Prof_26,S_5_24,2025-01-14,3
1465,Groupe_111_3,Module_111_6,Prof_26,AMP_2_2,2025-01-15,4
1557,Groupe_146_4,Module_146_5,Prof_26,S_5_16,2025-01-14,2
1646,Groupe_197_2,Module_197_6,Prof_26,S_5_19,2025-01-15,4
1737,Groupe_22_2,Module_22_7,Prof_26,AMP_2_1,2025-01-16,3
1850,Groupe_35_1,Module_35_8,Prof_26,AMP_7_3,2025-01-17,1
1950,Groupe_48_2,Module_48_8,Prof_26,AMP_1_1,2025-01-23,3
2014,Groupe_51_3,Module_51_6,Prof_26,AMP_6_3,2025-01-21,2
2096,Groupe_72_3,Module_72_2,Prof_26,AMP_2_1,2025-01-17,4
2186,Groupe_88_3,Module_88_4,Prof_26,AMP_5_2,2025-01-19,1
2276,Groupe_109_1,Module_109_6,Prof_26,AMP_1_3,2025-01-21,3
2366,Groupe_121_4,Module_121_1,Prof_26,S_5_15,2025-01-16,4
2456,Groupe_133_3,Module_133_4,Prof_26,AMP_5_3,2025-01-19,1
2550,Groupe_152_1,Module_152_2,Prof_26,AMP_2_3,2025-01-17,3
2638,Groupe_170_1,Module_170_6,Prof_26,AMP_4_2,2025-01-22,1
2726,Groupe_181_1,Module_181_3,Prof_26,AMP_6_1,2025-01-19,3
2816,Groupe_186_2,Module_186_7,Prof_26,AMP_5_3,2025-01-23,4
2906,Groupe_200_2,Module_200_6,Prof_26,AMP_2_3,2025-01-22,2
2996,Groupe_25_1,Module_25_5,Prof_26,AMP_2_3,2025-01-21,4
3092,Groupe_76_1,Module_76_6,Prof_26,S_5_17,2025-01-22,1
3178,Groupe_81_4,Module_81_8,Prof_26,AMP_6_3,2025-01-25,1
3266,Groupe_90_1,Module_90_7,Prof_26,AMP_5_2,2025-01-24,2
3356,Groupe_105_4,Module_105_3,Prof_26,S_5_24,2025-01-20,2
3446,Groupe_148_4,Module_148_1,Prof_26,S_5_23,2025-01-18,4
3536,Groupe_155_3,Module_155_3,Prof_26,S_6_20,2025-01-20,1
3628,Groupe_20_1,Module_20_6,Prof_26,S_5_23,2025-01-23,2
3662,Groupe_32_4,Module_32_1,Prof_26,S_5_6,2025-01-18,3
3676,Groupe_36_2,Module_36_1,Prof_26,S_5_4,2025-01-18,4
3870,Groupe_99_2,Module_99_2,Prof_26,S_4_22,2025-01-20,3
3986,Groupe_127_3,Module_127_3,Prof_26,AMP_7_3,2025-01-25,4
4076,Groupe_151_1,Module_151_3,Prof_26,AMP_6_2,2025-01-25,1
4166,Groupe_190_2,Module_190_6,Prof_26,AMP_1_3,2025-01-28,2
4260,Groupe_8_3,Module_8_5,Prof_26,AMP_3_3,2025-01-27,1
4347,Groupe_37_2,Module_37_5,Prof_26,AMP_3_1,2025-01-28,3
4436,Groupe_47_4,Module_47_4,Prof_26,AMP_4_3,2025-01-27,1
4526,Groupe_120_1,Module_120_4,Prof_26,AMP_7_2,2025-01-27,1
4617,Groupe_136_4,Module_136_5,Prof_26,AMP_4_1,2025-01-28,4
4703,Groupe_153_4,Module_153_1,Prof_26,S_5_15,2025-01-24,1
4793,Groupe_1_2,Module_1_1,Prof_26,S_4_24,2025-01-24,3
4891,Groupe_26_3,Module_26_3,Prof_26,S_6_4,2025-01-26,3
4976,Groupe_116_2,Module_116_2,Prof_26,S_5_20,2025-01-26,2
5066,Groupe_171_1,Module_171_2,Prof_26,S_5_22,2025-01-26,1
27,Groupe_4_4,Module_4_3,Prof_27,AMP_6_3,2025-01-12,2
117,Groupe_29_1,Module_29_3,Prof_27,AMP_6_3,2025-01-12,1
207,Groupe_41_3,Module_41_3,Prof_27,AMP_1_2,2025-01-12,1
297,Groupe_70_1,Module_70_5,Prof_27,AMP_1_3,2025-01-14,1
387,Groupe_92_1,Module_92_4,Prof_27,AMP_1_3,2025-01-13,2
477,Groupe_103_3,Module_103_2,Prof_27,AMP_5_3,2025-01-11,3
567,Groupe_123_3,Module_123_7,Prof_27,AMP_5_3,2025-01-16,3
657,Groupe_137_3,Module_137_2,Prof_27,AMP_7_3,2025-01-11,3
747,Groupe_162_1,Module_162_2,Prof_27,AMP_4_3,2025-01-11,3
835,Groupe_168_4,Module_168_1,Prof_27,AMP_2_3,2025-01-10,2
927,Groupe_196_2,Module_196_5,Prof_27,AMP_2_3,2025-01-14,2
1015,Groupe_16_1,Module_16_1,Prof_27,S_6_3,2025-01-10,2
1107,Groupe_43_4,Module_43_5,Prof_27,AMP_7_1,2025-01-14,1
1197,Groupe_69_1,Module_69_1,Prof_27,S_5_23,2025-01-10,2
1289,Groupe_80_2,Module_80_4,Prof_27,AMP_2_3,2025-01-13,3
1379,Groupe_95_2,Module_95_6,Prof_27,AMP_2_3,2025-01-15,4
1470,Groupe_111_4,Module_111_4,Prof_27,AMP_2_1,2025-01-13,3
1558,Groupe_146_4,Module_146_6,Prof_27,S_5_23,2025-01-15,3
1647,Groupe_197_2,Module_197_7,Prof_27,AMP_7_1,2025-01-16,3
1736,Groupe_22_2,Module_22_6,Prof_27,S_5_1,2025-01-15,3
1857,Groupe_35_2,Module_35_7,Prof_27,S_5_18,2025-01-16,2
1952,Groupe_48_3,Module_48_2,Prof_27,AMP_2_3,2025-01-17,4
2015,Groupe_51_3,Module_51_7,Prof_27,AMP_1_3,2025-01-22,2
2097,Groupe_72_3,Module_72_3,Prof_27,AMP_3_2,2025-01-18,4
2187,Groupe_88_3,Module_88_5,Prof_27,AMP_1_3,2025-01-20,3
2277,Groupe_109_1,Module_109_7,Prof_27,AMP_5_3,2025-01-22,1
2367,Groupe_121_4,Module_121_2,Prof_27,S_6_20,2025-01-17,4
2457,Groupe_133_3,Module_133_5,Prof_27,AMP_3_2,2025-01-20,2
2551,Groupe_152_1,Module_152_3,Prof_27,AMP_6_1,2025-01-18,1
2639,Groupe_170_1,Module_170_7,Prof_27,AMP_3_3,2025-01-23,3
2727,Groupe_181_1,Module_181_4,Prof_27,AMP_4_2,2025-01-20,1
2817,Groupe_186_2,Module_186_8,Prof_27,AMP_1_1,2025-01-24,4
2907,Groupe_200_2,Module_200_7,Prof_27,AMP_4_2,2025-01-23,3
2997,Groupe_25_1,Module_25_6,Prof_27,AMP_2_1,2025-01-22,1
3055,Groupe_64_3,Module_64_1,Prof_27,S_5_15,2025-01-17,1
3179,Groupe_85_1,Module_85_1,Prof_27,AMP_2_2,2025-01-18,2
3268,Groupe_90_2,Module_90_2,Prof_27,S_5_18,2025-01-19,2
3357,Groupe_105_4,Module_105_4,Prof_27,S_6_1,2025-01-21,4
3447,Groupe_148_4,Module_148_2,Prof_27,S_5_2,2025-01-19,3
3537,Groupe_155_3,Module_155_4,Prof_27,S_5_22,2025-01-21,1
3624,Groupe_20_1,Module_20_2,Prof_27,S_6_1,2025-01-19,1
3720,Groupe_56_5,Module_56_5,Prof_27,AMP_2_1,2025-01-23,4
3796,Groupe_65_3,Module_65_3,Prof_27,S_4_21,2025-01-21,1
3910,Groupe_112_3,Module_112_7,Prof_27,AMP_1_1,2025-01-28,2
3987,Groupe_127_3,Module_127_4,Prof_27,AMP_5_2,2025-01-26,4
4077,Groupe_151_1,Module_151_4,Prof_27,AMP_1_2,2025-01-26,1
4167,Groupe_190_2,Module_190_7,Prof_27,AMP_6_3,2025-01-29,2
4261,Groupe_8_3,Module_8_6,Prof_27,AMP_3_3,2025-01-28,3
4348,Groupe_37_2,Module_37_6,Prof_27,AMP_5_3,2025-01-29,3
4437,Groupe_47_4,Module_47_5,Prof_27,AMP_3_1,2025-01-28,2
4528,Groupe_120_1,Module_120_6,Prof_27,AMP_3_2,2025-01-29,3
4614,Groupe_136_4,Module_136_2,Prof_27,AMP_2_1,2025-01-25,1
4709,Groupe_161_1,Module_161_1,Prof_27,S_5_3,2025-01-24,1
4795,Groupe_1_2,Module_1_3,Prof_27,AMP_2_1,2025-01-26,2
4859,Groupe_21_2,Module_21_1,Prof_27,S_5_13,2025-01-24,4
4977,Groupe_116_2,Module_116_3,Prof_27,S_5_16,2025-01-27,2
5055,Groupe_166_3,Module_166_1,Prof_27,S_5_12,2025-01-25,4
5120,Groupe_192_3,Module_192_1,Prof_27,S_5_6,2025-01-25,3
28,Groupe_4_4,Module_4_4,Prof_28,AMP_1_1,2025-01-13,2
118,Groupe_29_1,Module_29_4,Prof_28,AMP_5_1,2025-01-13,4
208,Groupe_41_3,Module_41_4,Prof_28,AMP_5_2,2025-01-13,2
298,Groupe_70_1,Module_70_6,Prof_28,AMP_1_3,2025-01-15,1
388,Groupe_92_1,Module_92_5,Prof_28,AMP_3_3,2025-01-14,2
478,Groupe_103_3,Module_103_3,Prof_28,AMP_5_2,2025-01-12,4
568,Groupe_123_3,Module_123_8,Prof_28,AMP_1_3,2025-01-17,3
658,Groupe_137_3,Module_137_3,Prof_28,AMP_4_3,2025-01-12,3
748,Groupe_162_1,Module_162_3,Prof_28,AMP_6_2,2025-01-12,2
839,Groupe_168_4,Module_168_5,Prof_28,AMP_4_1,2025-01-14,2
928,Groupe_196_2,Module_196_6,Prof_28,AMP_7_1,2025-01-15,3
1019,Groupe_16_1,Module_16_5,Prof_28,AMP_2_2,2025-01-14,3
1108,Groupe_43_4,Module_43_6,Prof_28,S_5_18,2025-01-15,2
1198,Groupe_69_1,Module_69_2,Prof_28,AMP_2_1,2025-01-11,4
1286,Groupe_80_2,Module_80_1,Prof_28,S_6_2,2025-01-10,3
1375,Groupe_95_2,Module_95_2,Prof_28,S_6_2,2025-01-11,4
1467,Groupe_111_4,Module_111_1,Prof_28,S_5_23,2025-01-10,3
1559,Groupe_146_4,Module_146_7,Prof_28,AMP_2_3,2025-01-16,2
1648,Groupe_197_3,Module_197_1,Prof_28,S_5_25,2025-01-10,1
1738,Groupe_22_2,Module_22_8,Prof_28,AMP_3_2,2025-01-17,2
1832,Groupe_34_3,Module_34_2,Prof_28,S_4_20,2025-01-11,1
1951,Groupe_48_3,Module_48_1,Prof_28,S_6_3,2025-01-16,4
2016,Groupe_51_4,Module_51_1,Prof_28,S_5_24,2025-01-16,2
2098,Groupe_72_3,Module_72_4,Prof_28,AMP_5_2,2025-01-19,2
2188,Groupe_88_3,Module_88_6,Prof_28,AMP_5_2,2025-01-21,1
2279,Groupe_109_2,Module_109_2,Prof_28,S_6_3,2025-01-17,4
2368,Groupe_121_4,Module_121_3,Prof_28,AMP_6_2,2025-01-18,3
2458,Groupe_133_3,Module_133_6,Prof_28,AMP_3_3,2025-01-21,3
2552,Groupe_152_1,Module_152_4,Prof_28,AMP_3_2,2025-01-19,4
2641,Groupe_170_2,Module_170_2,Prof_28,AMP_2_3,2025-01-18,1
2728,Groupe_181_1,Module_181_5,Prof_28,AMP_4_3,2025-01-21,3
2818,Groupe_186_2,Module_186_9,Prof_28,AMP_1_1,2025-01-25,1
2909,Groupe_200_3,Module_200_2,Prof_28,S_6_3,2025-01-18,3
2998,Groupe_25_1,Module_25_7,Prof_28,AMP_5_3,2025-01-23,1
3093,Groupe_76_1,Module_76_7,Prof_28,AMP_4_1,2025-01-23,2
3180,Groupe_85_1,Module_85_2,Prof_28,S_5_17,2025-01-19,2
3269,Groupe_90_2,Module_90_3,Prof_28,S_5_20,2025-01-20,3
3358,Groupe_105_4,Module_105_5,Prof_28,S_6_2,2025-01-22,2
3448,Groupe_148_4,Module_148_3,Prof_28,S_6_2,2025-01-20,4
3538,Groupe_155_3,Module_155_5,Prof_28,S_6_20,2025-01-22,1
3627,Groupe_20_1,Module_20_5,Prof_28,S_5_21,2025-01-22,4
3717,Groupe_56_5,Module_56_2,Prof_28,S_5_15,2025-01-20,3
3814,Groupe_66_2,Module_66_5,Prof_28,AMP_2_3,2025-01-23,1
3913,Groupe_112_4,Module_112_3,Prof_28,AMP_4_2,2025-01-24,1
3988,Groupe_127_3,Module_127_5,Prof_28,AMP_5_1,2025-01-27,2
4078,Groupe_151_1,Module_151_5,Prof_28,AMP_5_1,2025-01-27,4
4169,Groupe_190_3,Module_190_2,Prof_28,AMP_6_1,2025-01-24,1
4263,Groupe_15_1,Module_15_2,Prof_28,S_5_17,2025-01-24,3
4350,Groupe_37_3,Module_37_2,Prof_28,AMP_4_3,2025-01-25,2
4438,Groupe_47_4,Module_47_6,Prof_28,AMP_5_3,2025-01-29,1
4527,Groupe_120_1,Module_120_5,Prof_28,AMP_7_2,2025-01-28,4
4618,Groupe_136_4,Module_136_6,Prof_28,AMP_4_3,2025-01-29,2
4707,Groupe_153_4,Module_153_5,Prof_28,AMP_7_1,2025-01-28,4
4798,Groupe_1_2,Module_1_6,Prof_28,AMP_7_2,2025-01-29,1
4892,Groupe_26_3,Module_26_4,Prof_28,S_5_21,2025-01-27,2
4980,Groupe_116_3,Module_116_1,Prof_28,S_6_20,2025-01-25,2
5071,Groupe_171_2,Module_171_2,Prof_28,S_5_16,2025-01-26,3
29,Groupe_4_4,Module_4_5,Prof_29,AMP_1_1,2025-01-14,2
119,Groupe_29_1,Module_29_5,Prof_29,AMP_5_1,2025-01-14,3
209,Groupe_41_3,Module_41_5,Prof_29,AMP_1_3,2025-01-14,2
299,Groupe_70_1,Module_70_7,Prof_29,AMP_1_3,2025-01-16,1
389,Groupe_92_1,Module_92_6,Prof_29,AMP_5_3,2025-01-15,1
479,Groupe_103_3,Module_103_4,Prof_29,AMP_5_3,2025-01-13,2
569,Groupe_126_1,Module_126_1,Prof_29,AMP_5_3,2025-01-10,4
659,Groupe_137_3,Module_137_4,Prof_29,AMP_3_2,2025-01-13,3
749,Groupe_162_1,Module_162_4,Prof_29,AMP_7_3,2025-01-13,3
840,Groupe_168_4,Module_168_6,Prof_29,AMP_7_2,2025-01-15,3
929,Groupe_196_3,Module_196_1,Prof_29,AMP_2_3,2025-01-10,3
1020,Groupe_16_1,Module_16_6,Prof_29,AMP_2_2,2025-01-15,1
1109,Groupe_52_1,Module_52_1,Prof_29,AMP_7_1,2025-01-10,1
1199,Groupe_69_1,Module_69_3,Prof_29,AMP_2_2,2025-01-12,2
1287,Groupe_80_2,Module_80_2,Prof_29,S_5_17,2025-01-11,4
1376,Groupe_95_2,Module_95_3,Prof_29,S_6_2,2025-01-12,4
1468,Groupe_111_4,Module_111_2,Prof_29,S_4_21,2025-01-11,1
1555,Groupe_146_4,Module_146_3,Prof_29,S_6_2,2025-01-12,3
1649,Groupe_197_3,Module_197_2,Prof_29,S_5_11,2025-01-11,1
1739,Groupe_22_2,Module_22_9,Prof_29,AMP_5_1,2025-01-18,2
1858,Groupe_35_2,Module_35_8,Prof_29,AMP_3_1,2025-01-17,3
1953,Groupe_48_3,Module_48_3,Prof_29,AMP_5_2,2025-01-18,1
2017,Groupe_51_4,Module_51_2,Prof_29,AMP_4_2,2025-01-17,2
2099,Groupe_72_3,Module_72_5,Prof_29,AMP_5_2,2025-01-20,3
2189,Groupe_88_4,Module_88_1,Prof_29,S_5_24,2025-01-16,3
2278,Groupe_109_2,Module_109_1,Prof_29,S_5_16,2025-01-16,3
2369,Groupe_121_4,Module_121_4,Prof_29,AMP_1_2,2025-01-19,1
2459,Groupe_133_3,Module_133_7,Prof_29,AMP_7_3,2025-01-22,1
2553,Groupe_152_1,Module_152_5,Prof_29,AMP_3_2,2025-01-20,4
2640,Groupe_170_2,Module_170_1,Prof_29,AMP_2_1,2025-01-17,3
2729,Groupe_181_1,Module_181_6,Prof_29,AMP_3_1,2025-01-22,4
2820,Groupe_186_3,Module_186_2,Prof_29,AMP_4_1,2025-01-18,2
2910,Groupe_200_3,Module_200_3,Prof_29,AMP_4_1,2025-01-19,4
3001,Groupe_25_2,Module_25_3,Prof_29,S_5_17,2025-01-19,3
3094,Groupe_76_1,Module_76_8,Prof_29,AMP_6_3,2025-01-24,4
3181,Groupe_85_1,Module_85_3,Prof_29,S_5_18,2025-01-20,3
3270,Groupe_90_2,Module_90_4,Prof_29,S_5_20,2025-01-21,4
3359,Groupe_105_4,Module_105_6,Prof_29,AMP_7_2,2025-01-23,4
3449,Groupe_148_4,Module_148_4,Prof_29,S_5_20,2025-01-21,2
3539,Groupe_155_3,Module_155_6,Prof_29,S_5_18,2025-01-23,3
3629,Groupe_20_1,Module_20_7,Prof_29,AMP_3_1,2025-01-24,2
3721,Groupe_56_5,Module_56_6,Prof_29,AMP_3_1,2025-01-24,1
3804,Groupe_66_1,Module_66_3,Prof_29,S_5_1,2025-01-21,2
3893,Groupe_112_1,Module_112_4,Prof_29,S_5_6,2025-01-22,3
3989,Groupe_127_3,Module_127_6,Prof_29,AMP_6_3,2025-01-28,1
4079,Groupe_151_1,Module_151_6,Prof_29,AMP_5_1,2025-01-28,2
4168,Groupe_190_3,Module_190_1,Prof_29,S_5_23,2025-01-23,4
4264,Groupe_15_1,Module_15_3,Prof_29,AMP_6_1,2025-01-25,3
4351,Groupe_37_3,Module_37_3,Prof_29,AMP_3_1,2025-01-26,4
4440,Groupe_71_1,Module_71_2,Prof_29,S_5_19,2025-01-25,4
4530,Groupe_120_2,Module_120_2,Prof_29,S_6_3,2025-01-25,4
4621,Groupe_138_1,Module_138_3,Prof_29,AMP_7_2,2025-01-26,4
4708,Groupe_153_4,Module_153_6,Prof_29,AMP_4_1,2025-01-29,2
4801,Groupe_1_3,Module_1_3,Prof_29,AMP_2_2,2025-01-26,3
4894,Groupe_26_3,Module_26_6,Prof_29,AMP_4_3,2025-01-29,4
4979,Groupe_116_2,Module_116_5,Prof_29,S_5_20,2025-01-29,3
5072,Groupe_171_2,Module_171_3,Prof_29,S_5_23,2025-01-27,1
30,Groupe_4_4,Module_4_6,Prof_30,AMP_1_1,2025-01-15,3
120,Groupe_29_1,Module_29_6,Prof_30,AMP_6_3,2025-01-15,2
210,Groupe_41_3,Module_41_6,Prof_30,AMP_5_2,2025-01-15,2
300,Groupe_70_2,Module_70_1,Prof_30,AMP_1_2,2025-01-10,3
390,Groupe_92_2,Module_92_1,Prof_30,AMP_6_2,2025-01-10,2
480,Groupe_103_3,Module_103_5,Prof_30,AMP_3_3,2025-01-14,4
570,Groupe_126_1,Module_126_2,Prof_30,AMP_3_2,2025-01-11,3
660,Groupe_137_3,Module_137_5,Prof_30,AMP_4_2,2025-01-14,3
750,Groupe_162_1,Module_162_5,Prof_30,AMP_4_3,2025-01-14,4
838,Groupe_168_4,Module_168_4,Prof_30,AMP_7_2,2025-01-13,1
930,Groupe_196_3,Module_196_2,Prof_30,AMP_7_1,2025-01-11,2
1018,Groupe_16_1,Module_16_4,Prof_30,AMP_2_3,2025-01-13,4
1110,Groupe_52_1,Module_52_2,Prof_30,AMP_2_3,2025-01-11,4
1200,Groupe_69_1,Module_69_4,Prof_30,S_5_25,2025-01-13,2
1288,Groupe_80_2,Module_80_3,Prof_30,S_5_25,2025-01-12,1
1380,Groupe_95_2,Module_95_7,Prof_30,AMP_4_2,2025-01-16,2
1469,Groupe_111_4,Module_111_3,Prof_30,S_5_24,2025-01-12,4
1560,Groupe_146_4,Module_146_8,Prof_30,AMP_3_2,2025-01-17,1
1650,Groupe_197_3,Module_197_3,Prof_30,S_5_25,2025-01-12,3
1740,Groupe_22_3,Module_22_1,Prof_30,S_5_21,2025-01-10,4
1865,Groupe_35_3,Module_35_7,Prof_30,AMP_2_1,2025-01-16,1
1954,Groupe_48_3,Module_48_4,Prof_30,AMP_1_1,2025-01-19,4
2018,Groupe_51_4,Module_51_3,Prof_30,AMP_1_2,2025-01-18,3
2100,Groupe_72_3,Module_72_6,Prof_30,AMP_5_2,2025-01-21,4
2190,Groupe_88_4,Module_88_2,Prof_30,S_5_17,2025-01-17,4
2280,Groupe_109_2,Module_109_3,Prof_30,AMP_3_3,2025-01-18,2
2370,Groupe_121_4,Module_121_5,Prof_30,AMP_1_2,2025-01-20,2
2460,Groupe_133_3,Module_133_8,Prof_30,AMP_1_2,2025-01-23,3
2522,Groupe_143_2,Module_143_1,Prof_30,S_4_25,2025-01-16,1
2642,Groupe_170_2,Module_170_3,Prof_30,AMP_6_2,2025-01-19,2
2730,Groupe_181_1,Module_181_7,Prof_30,AMP_7_3,2025-01-23,2
